,SCH_NAME,de_total_enrollment,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,COMBOKEY,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,combokey,TITLEI,LEAID_nces,LEA_NAME_nces,SCHID_nces,SCH_NAME_nces,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Students_in_11_12
527,Education Laboratory - A Hawaii New Century PCS,8,HI,HAWAII,1500030,Hawaii Department of Education,273,='150003000273',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,11,2,2,0,119,116,38,50,5,5,38,35,11,17,224,225,29,38,13,10,Yes,0,0,0,0,2,2,0,0,2,0,0,2,0,0,4,4,2,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='150003000273',No,1500030.0,Hawaii Department of Education,273.0,University Laboratory School,Regular School,1.0,4,No,KG,12,Honolulu County,11,21.297947,-157.821646,Yes
528,MIAMI ELEM.,7,MO,MISSOURI,2920820,MIAMI R-I,1138,='292082001138',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,8,2,5,5,0,0,0,2,0,2,86,74,0,0,99,85,0,2,10,4,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='292082001138',Yes,2920820.0,MIAMI R-I,1138.0,MIAMI ELEM.,Regular School,1.0,1,No,PK,6,Bates County,43,38.334941,-94.531344,Yes
529,Tennessee Virtual On-Line School,7,TN,TENNESSEE,4704550,Wilson County,2262,='470455002262',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,2,0,0,0,20,23,0,0,22,23,0,0,4,0,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='470455002262',No,4704550.0,Wilson County,2262.0,Tennessee Virtual On-Line School,Regular School,1.0,4,Yes,KG,12,Wilson County,31,36.16814,-86.306511,Yes
531,Banner West Academy HS,7,IL,ILLINOIS,1709930,City of Chicago SD 299,6174,='170993006174',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,17,5,0,0,2,0,0,0,167,110,0,2,2,0,188,117,2,0,37,16,Yes,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='170993006174',No,1709930.0,City of Chicago SD 299,6174.0,Banner West Academy HS,Regular School,1.0,3,No,9,12,Cook County,11,41.909524,-87.75235,Yes
532,Jeffers High School,7,MI,MICHIGAN,2601890,Adams Township School District,3921,='260189003921',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,2,0,0,0,0,0,2,2,110,104,0,0,114,106,0,0,13,10,Yes,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='260189003921',Yes,2601890.0,Adams Township School District,3921.0,Jeffers High School,Alternative Education School,4.0,3,No,7,12,Houghton County,42,47.040635,-88.66810699999998,Yes
533,LANGSTON FOCUS,7,VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,2750,='510111002750',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,0,0,0,0,0,0,20,29,2,2,0,0,22,33,0,0,4,4,Yes,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='510111002750',No,5101110.0,DANVILLE CITY PBLC SCHS,2750.0,LANGSTON FOCUS,Alternative Education School,4.0,3,No,9,12,Danville city,32,36.582924,-79.405265,Yes
534,Frederick Elementary - 02,7,SD,SOUTH DAKOTA,4621400,Frederick Area School District 06-2,189,='462140000189',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,2,0,0,0,0,0,0,92,68,0,2,92,72,0,0,13,13,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='462140000189',Yes,4621400.0,Frederick Area School District 06-2,189.0,Frederick Elementary - 02,Regular School,1.0,1,No,KG,6,Brown County,43,45.83289600000001,-98.503798,Yes
535,Martin Luther King Transition Center,7,TN,TENNESSEE,4700148,Shelby County Schools,2221,='470014802221',No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,0,0,0,0,0,0,0,125,8,2,0,0,0,129,8,2,0,40,4,Yes,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='470014802221',Yes,4700148.0,Shelby County,2221.0,Martin Luther King Transition Center,Alternative Education School,4.0,4,No,KG,12,Shelby County,11,35.12985,-90.04332099999998,Yes
536,Indiana Connections Academy,7,IN,INDIANA,1800098,Indiana Connections Academy,2474,='180009802474',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,107,167,5,8,14,35,0,0,101,137,1343,1703,71,110,1641,2160,8,20,340,226,Yes,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,Yes,0,2,0,0,0,0,0,0,0,5,11,47,0,5,11,59,0,0,0,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='180009802474',Yes,1800098.0,Indiana Connections Academy,2474.0,Indiana Connections Academy,Regular School,1.0,4,Yes,KG,12,Marion County,11,39.87492,-86.274891,Yes
537,Independence Continuation,7,CA,CALIFORNIA,622710,Los Angeles Unified,3100,='062271003100',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,77,44,0,0,2,2,0,0,5,2,8,5,2,0,94,53,14,11,19,4,Yes,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062271003100',Yes,622710.0,Los Angeles Unified,3100.0,Independence Continuation,Alternative Education School,4.0,3,No,9,12,Los Angeles County,11,34.1901,-118.5046,Yes
538,Career and Early College Academy,7,MI,MICHIGAN,2632300,South Haven Public Schools,8492,='263230008492',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,2,2,26,29,2,0,32,33,2,2,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='263230008492',No,2632300.0,South Haven Public Schools,8492.0,Career and Early College Academy,Regular School,1.0,4,No,6,12,Van Buren County,41,42.40921,-86.242701,Yes
539,Southview Middle School,7,IA,IOWA,1903690,Ankeny Comm School District,2186,='190369002186',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-9,No,No,No,No,20,11,0,0,8,11,2,2,8,5,320,329,11,17,369,375,5,2,52,16,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='190369002186',Yes,1903690.0,Ankeny Comm School District,2186.0,Southview Middle School,Regular School,1.0,4,No,8,9,Polk County,21,41.72145,-93.609971,No
540,Frederick Jr. High - 03,7,SD,SOUTH DAKOTA,4621400,Frederick Area School District 06-2,957,='462140000957',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,2,0,0,0,0,0,0,92,68,0,2,92,72,0,0,13,13,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='462140000957',Yes,4621400.0,Frederick Area School District 06-2,957.0,Frederick Jr. High - 03,Regular School,1.0,2,No,7,8,Brown County,43,45.83289600000001,-98.503798,Yes
542,CREATIVE ALTERNATIVES PROGRAM,7,MN,MINNESOTA,2702264,NORTHEAST METRO 916,4149,='270226404149',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,2,2,2,0,2,0,0,0,5,0,47,5,2,0,60,7,0,0,55,7,Yes,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='270226404149',No,2702264.0,NORTHEAST METRO 916,4149.0,CREATIVE ALTERNATIVES PROGRAM,Special Education School,2.0,4,No,5,12,Ramsey County,21,45.012961,-93.103916,Yes
