SCH_NAME_ST_NUM,COMBOKEY,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,TITLEI,STABR,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Low_Grade_Above9,High_Grade_12,combokey,TITLEI_,LEAID_,LEA_NAME_,STABR_,SCHID_,SCH_NAME_,SCH_TYPE_TEXT_,SCH_TYPE_,LEVEL_,VIRTUAL_,GSLO_,GSHI_,NMCNTY15_,LOCALE15_,LAT1516_,LON1516_
anahuac aepTX,='480819099999',TX,TEXAS,4808190,ANAHUAC ISD,99999,anahuac aep,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,2,2,2,0,0,0,4,2,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
anahuacalmecac international university preparatoryCA,='06CC08200001',CA,CALIFORNIA,06CC082,Anahuacalmecac International University Preparatory,1,anahuacalmecac international university preparatory,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,179,176,2,2,0,0,0,0,2,2,2,2,2,2,187,184,38,41,25,13,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,5,8,0,0,0,0,0,0,0,0,2,0,2,0,9,8,0,0,0,0,Yes,5,2,0,0,0,0,0,0,0,2,0,0,0,0,5,4,0,0,0,2,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
antietam academyMD,='240066099998',MD,MARYLAND,2400660,Washingtion County Public Schools,99998,antietam academy,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,0,0,0,0,0,0,11,8,20,8,5,2,36,20,0,0,22,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
arrowhead park early college high schoolNM,='350150099999',NM,NEW MEXICO,3501500,LAS CRUCES PUBLIC SCHOOLS,99999,arrowhead park early college high school,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,128,125,2,2,8,5,2,2,8,5,68,56,2,2,218,197,2,2,19,7,Yes,107,107,2,0,8,5,2,2,5,5,53,50,2,2,179,171,0,2,11,8,Yes,8,8,2,0,0,2,0,0,2,2,5,11,0,0,17,23,0,0,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
aspire east palo alto phoenix academyCA,='06CC26200001',CA,CALIFORNIA,06CC262,ASPIRE EAST PALO ALTO PHOENIX ACADEMY,1,aspire east palo alto phoenix academy,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,89,101,0,0,5,5,2,0,32,32,5,14,5,11,138,163,29,35,13,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
aspireCT,='090414001870',CT,CONNECTICUT,904140,SOMERS SCHOOL DISTRICT,1870,aspire,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,0,0,0,0,0,0,0,2,2,2,0,0,2,6,2,5,-2,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
atlantic regional schoolNJ,='340008500741',NJ,NEW JERSEY,3400085,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,741,atlantic regional school,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
atlantis charter school (high school)MA,='250004199998',MA,MASSACHUSETTS,2500041,Atlantis Charter (District),99998,atlantis charter school (high school),No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,Yes,No,5,8,0,2,5,0,0,0,2,5,35,44,0,2,47,61,2,2,10,10,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
baseIN,='180001099998',IN,INDIANA,1800010,Greater Randolph Interlocal Coop,99998,base,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,0,0,8,0,2,0,10,0,0,0,10,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
bedford community/family learning centerMI,='261725008284',MI,MICHIGAN,2617250,Gull Lake Community Schools,8284,bedford community/family learning center,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,5,5,0,0,2,2,0,2,2,5,224,242,8,8,241,264,0,0,-2,-2,Yes,0,0,0,0,0,0,0,0,2,0,23,17,2,0,27,17,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
belcourt high school alternative schoolND,='380253099998',ND,NORTH DAKOTA,3802530,BELCOURT 7,99998,belcourt high school alternative school,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,14,20,0,0,0,0,0,0,2,0,0,0,16,20,0,0,-2,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
benton blended schoolPA,='420339099999',PA,PENNSYLVANIA,4203390,Benton Area SD,99999,benton blended school,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
bergen arts and science charter high schoolNJ,='340071599998',NJ,NEW JERSEY,3400715,Bergen Arts and Sciences Charter School,99998,bergen arts and science charter high school,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,74,92,0,0,11,14,0,0,32,23,47,65,0,0,164,194,2,2,10,10,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,14,20,0,0,5,11,0,0,2,5,8,23,0,0,29,59,0,0,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
big picture high schoolCA,='06CC27899998',CA,CALIFORNIA,06CC278,BIG PICTURE HS - FRESNO,99998,big picture high school,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,32,26,0,0,2,2,0,0,5,5,8,2,0,0,47,35,8,11,10,4,Yes,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
blast academy for integrated studies northPA,='428927099998',PA,PENNSYLVANIA,4289270,BLaST IU 17,99998,blast academy for integrated studies north,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,2,0,0,0,0,0,0,0,86,8,2,0,92,10,0,0,73,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
blast academy for integrated studies southPA,='428927099997',PA,PENNSYLVANIA,4289270,BLaST IU 17,99997,blast academy for integrated studies south,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,2,2,17,2,2,0,23,4,0,0,19,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
blue ridge academy in paPA,='421929099999',PA,PENNSYLVANIA,4219290,Pleasant Valley SD,99999,blue ridge academy in pa,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
bolivar boy's group home (hoops)MO,='290537099998',MO,MISSOURI,2905370,BOLIVAR R-I,99998,bolivar boy's group home (hoops),No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,2,0,0,0,0,0,8,0,38,0,0,0,50,0,0,0,46,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
bolivar girl's home (steps)MO,='290537099997',MO,MISSOURI,2905370,BOLIVAR R-I,99997,bolivar girl's home (steps),No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,10,0,0,-2,10,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
boston day and evening academyMA,='250279099989',MA,MASSACHUSETTS,2502790,Boston,99989,boston day and evening academy,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,Yes,No,No,71,80,2,0,5,2,0,0,95,110,8,17,8,5,189,214,20,11,34,34,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
boston green academyMA,='250279099996',MA,MASSACHUSETTS,2502790,Boston,99996,boston green academy,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,-9,No,Yes,Yes,No,71,65,2,2,8,5,0,2,131,113,17,17,5,2,234,206,17,11,82,52,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,5,0,0,2,2,0,0,11,17,2,5,0,0,17,29,0,0,0,5,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
brewer porch children's ctrAL,='010002101832',AL,ALABAMA,100021,Brewer-Porch Childrens Center,1832,brewer porch children's ctr,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,-9,No,No,No,No,2,0,0,0,2,2,0,0,44,17,62,23,8,2,118,44,0,0,112,34,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
bristol technical education centerCT,='090000299999',CT,CONNECTICUT,900002,Connecticut Technical High School System,99999,bristol technical education center,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,No,8,0,2,0,0,0,2,0,2,2,71,5,2,2,87,9,2,0,34,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
brooklyn ascend high schoolNY,='360096699998',NY,NEW YORK,3600966,BROOKLYN ASCEND CHARTER SCHOOL,99998,brooklyn ascend high school,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,Yes,No,2,5,0,0,0,0,0,0,32,26,2,2,0,0,36,33,2,2,10,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
buckeye ranchOH,='390448004242',OH,OHIO,3904480,South-Western City,4242,buckeye ranch,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,0,0,0,0,14,17,14,14,5,2,35,35,2,2,16,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
burlington regional schoolNJ,='340008500744',NJ,NEW JERSEY,3400085,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,744,burlington regional school,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
burns flat-dill city alternative schoolOK,='400001499999',OK,OKLAHOMA,4000014,BURNS FLAT-DILL CITY,99999,burns flat-dill city alternative school,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,2,0,0,0,0,0,0,2,8,2,0,0,10,4,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
burwell gnets programGA,='130150003930',GA,GEORGIA,1301500,Coweta County,3930,burwell gnets program,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,-9,No,No,No,No,2,0,2,0,0,0,0,0,8,0,11,5,2,0,25,5,2,0,25,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
butler area shsPA,='420459001147',PA,PENNSYLVANIA,4204590,Butler Area SD,1147,butler area shs,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,14,14,0,0,5,8,0,0,35,14,827,761,2,2,883,799,2,5,154,85,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,8,2,0,0,2,2,0,0,2,2,293,305,0,2,305,313,0,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes,,,,,,,,,,,,,,,,,
cadillac schools adult educationMI,='260759008021',MI,MICHIGAN,2607590,Cadillac Area Public Schools,8021,cadillac schools adult education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0,0,0,2,0,0,0,0,0,2,11,17,0,0,11,21,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No,,,,,,,,,,,,,,,,,
