COMBOKEY,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,TITLEI,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Low_Grade_Above9,High_Grade_12
='362058004894',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4894,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,83,194,2,2,23,68,0,0,38,74,104,188,14,35,264,561,2,2,37,46,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,14,53,0,0,5,20,0,0,2,17,23,62,2,8,46,160,0,0,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004895',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4895,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,215,185,2,0,29,17,0,0,17,11,20,17,0,0,283,230,5,2,46,34,Yes,95,92,2,0,17,11,0,0,8,5,8,5,0,0,130,113,0,0,14,11,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004896',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4896,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,107,149,0,2,89,83,2,5,5,5,35,35,2,0,240,279,149,164,7,-2,Yes,17,32,0,0,32,35,0,5,2,2,8,11,0,0,59,85,11,14,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005084',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5084,ELEANOR ROOSEVELT HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,26,20,0,2,38,77,0,2,5,17,146,197,8,11,223,326,2,0,31,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,11,8,0,0,23,50,0,2,5,8,74,113,5,5,118,186,2,0,5,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005085',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5085,MILLENNIUM HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,41,80,2,0,89,167,2,0,14,26,74,122,5,20,227,415,2,2,37,25,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,5,20,0,0,17,35,0,0,2,5,11,35,2,5,37,100,0,0,0,5,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005113',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5113,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,125,155,0,2,2,8,2,0,86,113,8,2,0,0,223,280,14,8,58,40,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,11,26,0,0,0,0,0,0,8,26,2,0,0,0,21,52,0,0,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005114',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5114,HIGH SCHOOL OF ARTS AND TECHNOLOGY,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,230,116,2,2,8,2,0,0,125,71,8,5,5,2,378,198,38,17,97,28,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,11,2,0,0,2,2,0,0,11,5,0,0,0,0,24,9,0,2,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005115',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5115,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,71,56,2,2,2,5,2,0,182,227,2,2,2,2,263,294,5,8,55,34,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,2,0,0,0,0,0,0,5,14,0,0,0,2,7,18,0,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005116',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5116,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,83,23,2,2,107,53,2,5,23,23,95,32,17,5,329,143,0,0,16,-2,Yes,44,14,2,2,41,20,0,2,11,11,41,20,2,2,141,71,0,0,8,0,Yes,77,20,2,2,104,53,2,5,23,23,92,32,17,5,317,140,0,0,17,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005175',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5175,SCHOOL FOR EXCELLENCE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,149,134,2,0,2,2,2,0,53,44,2,2,2,0,212,182,65,41,67,31,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005176',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5176,BRONX HIGH SCHOOL OF BUSINESS,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,110,92,2,2,5,2,0,0,56,35,2,2,0,2,175,135,41,53,49,22,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005177',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5177,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,110,128,2,2,11,17,2,2,65,74,5,2,2,2,197,227,17,11,43,19,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005178',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5178,JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-9,No,No,No,No,38,20,0,0,0,0,0,0,11,2,0,0,0,0,49,22,20,11,19,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005179',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5179,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,149,152,0,0,8,5,2,0,77,59,17,29,2,2,255,247,11,11,82,52,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,5,11,0,0,0,0,0,0,2,5,2,2,2,0,11,18,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-No,Yes
='362058005180',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5180,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,110,119,0,0,2,0,2,0,38,53,2,2,0,2,154,176,23,14,46,40,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005181',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5181,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,161,197,0,2,5,5,0,0,32,53,2,8,2,5,202,270,56,38,58,52,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005182',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5182,BELMONT PREPARATORY HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,131,143,0,0,2,5,2,2,53,77,2,5,2,2,192,234,17,11,55,25,Yes,8,17,0,0,2,0,0,0,5,14,0,0,0,0,15,31,0,0,2,5,Yes,11,26,0,0,2,2,2,2,2,14,0,0,0,0,17,44,0,0,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005183',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5183,FORDHAM HIGH SCHOOL FOR THE ARTS,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,74,158,0,0,2,2,2,2,32,95,2,5,2,5,114,267,2,2,37,37,Yes,2,8,0,0,0,2,0,0,0,5,0,2,0,0,2,17,0,0,0,2,Yes,23,44,0,0,0,2,2,2,8,29,2,2,0,2,35,81,0,0,8,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005184',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5184,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,182,95,0,0,8,0,0,0,62,53,5,5,0,2,257,155,44,20,91,31,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,20,17,0,0,2,0,0,0,8,11,2,2,0,0,32,30,2,0,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005185',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5185,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,140,140,0,2,2,2,0,2,35,59,5,2,2,2,184,209,29,17,73,31,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,23,17,0,0,0,2,0,0,5,8,0,0,2,2,30,29,2,2,8,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005186',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5186,BRONX GUILD HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,113,92,2,2,5,2,0,2,56,44,2,2,2,2,180,146,20,11,58,31,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005187',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5187,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,158,119,0,0,0,2,0,0,59,38,0,2,2,2,219,163,38,20,55,37,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,8,5,0,0,0,0,0,0,5,2,0,0,0,0,13,7,0,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005188',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5188,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,128,146,2,0,23,26,2,0,53,47,11,11,2,0,221,230,56,62,25,13,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,23,32,0,0,2,8,0,0,11,17,5,5,0,0,41,62,0,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005189',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5189,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,194,143,0,0,8,2,2,0,86,62,2,2,2,5,294,214,53,26,94,43,Yes,5,8,0,0,0,0,0,0,2,2,0,0,0,0,7,10,0,0,2,0,Yes,11,20,0,0,0,0,0,0,5,8,0,0,0,2,16,30,0,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005190',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5190,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,23,29,2,0,35,44,2,0,5,8,122,86,8,5,197,172,0,0,16,-2,Yes,8,11,0,0,11,14,2,0,2,5,32,20,2,0,57,50,0,0,2,0,Yes,20,23,2,0,26,35,2,0,2,5,80,59,5,2,137,124,0,0,8,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005192',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5192,IS 117 JOSEPH H WADE,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,254,209,2,0,8,5,0,2,53,41,5,0,2,0,324,257,143,92,109,43,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058005242',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5242,TEACHERS PREPARATORY HIGH SCHOOL,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,23,38,2,2,2,2,0,0,116,182,0,2,2,0,145,226,5,5,46,46,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,5,0,0,0,0,0,0,11,23,0,0,0,0,13,28,0,0,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005243',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5243,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,53,53,2,2,0,0,2,2,29,26,5,8,0,0,91,91,2,2,28,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,2,0,2,0,0,0,0,0,0,0,2,0,0,2,6,0,0,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005297',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5297,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,23,20,2,2,185,143,2,0,11,11,17,11,2,0,242,187,0,0,-2,-2,Yes,0,2,0,2,11,11,0,0,2,2,2,2,0,0,15,19,0,0,0,0,Yes,14,14,0,2,74,83,2,0,8,8,5,8,2,0,105,115,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058005496',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5496,BRONX THEATRE HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,74,173,0,2,0,2,0,2,38,86,5,2,0,2,117,269,11,26,28,58,Yes,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058005497',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,5497,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,152,155,2,2,11,8,2,2,125,143,35,32,8,2,335,344,23,23,118,106,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
